Time Stamp,Type,Activity Id,Project Title,Outputs,Approval Date,GeoId,Name,Latitude,Longitude,Sectors,SectorCode,Donors,Commitments for this location,Disbursement for this location,Total Commitments,Total Disbursement,Transaction Type,CountryCode (ISO-2)
Wed Jun 26 03:00:01 NPT 2013,Structure,8723816649,Electricity Transmission Expansion and Supply Improvement Project (ETESIP),,42:15.3,,Dhalkebar1,26.9525,85.9726,ELECTRICITY - Fuel and energy,23040,Asian Development Bank - Norway - Asian Development Bank,,,100921062,5169740,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723816649,Electricity Transmission Expansion and Supply Improvement Project (ETESIP),,42:15.3,,Mahendranagar,28.91667,80.33333,ELECTRICITY - Fuel and energy,23040,Asian Development Bank - Norway - Asian Development Bank,,,100921062,5169740,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723816649,Electricity Transmission Expansion and Supply Improvement Project (ETESIP),,42:15.3,,Chhapali1,29.3726,80.9273,ELECTRICITY - Fuel and energy,23040,Asian Development Bank - Norway - Asian Development Bank,,,100921062,5169740,,NP
Wed Jun 26 03:00:01 NPT 2013,Region,8723816649,Electricity Transmission Expansion and Supply Improvement Project (ETESIP),"
	ÿ

	ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ 1. Physical

	a. Part A: Increased Electricity Transmission

	b. Part B: Expanded Electricity Distribution

	c. Part c:Enhanced Electricity Generation

	ÿ

	ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ 2. Non- Physical

	a. Capacityÿ Building of NEA staff and the communities surrounding the proposed investmants. ",42:15.3,7289707,Central (Madhyamanchal),27.45436,85.22301,ELECTRICITY - Fuel and energy,23040,Asian Development Bank - Norway - Asian Development Bank,100921062,5169740,100921062,5169740,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,"Orientation and Sensitization of District and VDC Level Stakeholders in Sector Coordination, Planning and implementation in Sunsari District","
	A. District level

		D-WASH-CC formed/reformed/activated/strengthened for overall coordination of sanitation and hygiene activities
		A total of 30 stakeholders including chairpersons of all political parties and their DDC representatives capacitated and enabling environment created for collaborative planning,financing, implementation, monitoring and follow up of sanitation programme.
		Stakeholders, local resources, strategic approaches, activities and tools identified to back up ODF/total sanitation initiatives.
		A total of 1050 stakeholders (VDC secretaries and local level actors and front line workers) capacitated to create an enabling environment for collaborative planning,financing, implementation, monitoring and follow up of sanitation programme.
		District level Strategic PlanIPlan of Action on sanitation formulated/updated/revised/modified, endorsed and disseminated to local level in line with the Master Plan.
		A conducive environment prepared for the integration of GSF programme activities with district and VDC level planning frameworks.
		At least 11 numbers of district level key learning and success storied documented and shared.
		Regular monitoring and follow up mechanism established within D-WASH-CC in coordination with district level sector partners

	B. VDClevel

		V-WASH-CC formed/reformed/activated/strengthened in 35 VDCs for overall
		coordination of sanitation and hygiene activities.
		VDC level Strategic PlanIPlan of Action on sanitation
		formulated/updated/revised/modified and endorsed in 35 VDCs for implementation in line with district level Strategic Plan/Plan ofAction.
		Local level norms, rules and regulations formulated in 35 VDCs.
		Local level stakeholders such as schools, Forest Users' Groups, micro finance institutions, mothers groups, etc. identified trained and mobilized for sanitation and hygiene promotion through ODF campaigns
		A conducive environment prepared for the integration of sectoral activities in general and GSF programme activities in particular with VDC level planning frameworks.
		At least 11 numbers of VDC level of key learning and success storied documented and shared out of 35 program VDCs",19:15.5,1282744,Sunsari (Inaruwa),26.66667,87.16667,HEALTH - HEALTH,14010,United Nations Human Settlements Programme,35396,14158,35396,14158,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238312320,Integrated Urban Development Project (Nepal),"
		Reliable municipal infrastructure developed.
		Community development program undertaken and GESI capacity strengthened.
		Project management and administration supported.

	ÿ",07:11.5,7648379,Dhanusa (Janakpur),26.83,86.01,Community development - URBAN DEVELOPMENT,43030,Asian Development Bank - Asian Development Bank,3000000,,12000000,,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238312320,Integrated Urban Development Project (Nepal),"
		Reliable municipal infrastructure developed.
		Community development program undertaken and GESI capacity strengthened.
		Project management and administration supported.

	ÿ",07:11.5,1282837,Rupandehi (Bhairahawa),27.66667,83.41667,Community development - URBAN DEVELOPMENT,43030,Asian Development Bank - Asian Development Bank,3000000,,12000000,,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238312320,Integrated Urban Development Project (Nepal),"
		Reliable municipal infrastructure developed.
		Community development program undertaken and GESI capacity strengthened.
		Project management and administration supported.

	ÿ",07:11.5,1282744,Sunsari (Inaruwa),26.66667,87.16667,Community development - URBAN DEVELOPMENT,43030,Asian Development Bank - Asian Development Bank,3000000,,12000000,,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238312320,Integrated Urban Development Project (Nepal),"
		Reliable municipal infrastructure developed.
		Community development program undertaken and GESI capacity strengthened.
		Project management and administration supported.

	ÿ",07:11.5,1283676,Banke (Nepalgunj),28.16667,81.83333,Community development - URBAN DEVELOPMENT,43030,Asian Development Bank - Asian Development Bank,3000000,,12000000,,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,"Orientation on Total Sanitation and Behavioural Change to Schools, Communities and Local Stakeholders in Bajura","
	1.ÿSchools and community stakeholders aware about their responsibility and accountability for improved sanitation and hygiene situation in their communities.
	2.ÿAt least 4590 personsÿ trained and mobilised to support adoption and replication of improvedÿ sanitation and hygiene behaviour and the ODF campaign
	3.ÿAt least 80 % of the students practise hand washing with soap in all schools within 15 programme VDCs.
	4.ÿ120 school catchments area level plan of action prepared and implemented.
	5.ÿLocal resources generated to support hygiene and sanitation promotion.
	6.ÿSelf monitoring mechanism of school and community for monitoring sanitation and hygiene status established.
	7.ÿSchool catchments area level plan of action prepared and implemented
	ÿ",08:06.8,1283697,Bajura (Martadi),29.5,81.5,HEALTH - HEALTH,14081,United Nations Human Settlements Programme,67000,46900,67000,46900,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238119672,USRP Project for Bhutanese Refugee,"1) IOM interviews and completes US Government forms for 17,000 Bhutanese refugees per year and schedule them for interviews with US immigration offers.
ÿ
2) IOM conducts health assessments for 17,000 refugees per year and, when required, organize further investigations and treatment.ÿ Further, IOM provides pre-embarkation health checks on the day prior to the resettlement flight.
ÿ
3) IOM provides Cultural Orientation courses for 10,000 refugees aged 14 and above annually who are selected for resettlement to the United States.
ÿ
4) IOM organizes charter flights from eastern Nepal to Kathmandu and commercial flights from Kathmandu to the final destination in the United States for 15,000 Bhutanese refugees annually.",04:52.5,1283307,Jhapa (Chandragadhi),26.58333,87.91667,OTHERS - SOCIAL - Social protection n.e.c.,93010,International Organization for Migration,11177734,11177734,11177734,11177734,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,"Orientation on Total Sanitation and Behavioural Change to Schools, Communities and Local Stakeholders in Gulariya and Tikapur Municipalities","
	I. 44 schools and community stakeholders in their catchment areas are aware about their responsibility and accountability for improved sanitation and hygiene situation in their communities.
	2. At least 1,652 persons trained and mobilised to support adoption and replication ofimproved sanitation and hygiene behaviour and the ODF campaign
	3. At least 80 % of the students practise hand washing with soap in all schools within the two municipalities.
	4. 44 school catchments area level plan of action prepared and implemented.
	5. Local resources generated to support hygiene and sanitation promotion.
	6. Self monitoring mechanism ofschool and community for monitoring sanitation and hygiene status established",04:54.4,1283663,Bardiya (Gulariya),28.33333,81.41667,HEALTH - HEALTH,14081,United Nations Human Settlements Programme,4500,3150,9000,6300,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,"Orientation on Total Sanitation and Behavioural Change to Schools, Communities and Local Stakeholders in Gulariya and Tikapur Municipalities","
	I. 44 schools and community stakeholders in their catchment areas are aware about their responsibility and accountability for improved sanitation and hygiene situation in their communities.
	2. At least 1,652 persons trained and mobilised to support adoption and replication ofimproved sanitation and hygiene behaviour and the ODF campaign
	3. At least 80 % of the students practise hand washing with soap in all schools within the two municipalities.
	4. 44 school catchments area level plan of action prepared and implemented.
	5. Local resources generated to support hygiene and sanitation promotion.
	6. Self monitoring mechanism ofschool and community for monitoring sanitation and hygiene status established",04:54.4,1283276,Kailali (Dhangadhi),28.75,80.91667,HEALTH - HEALTH,14081,United Nations Human Settlements Programme,4500,3150,9000,6300,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,"Capacity Building on Total Sanitation and Behavioural Change to Schools, Communities and Local Level Stakeholders inÿ Arghakhanchi","
		Schools and community stakeholders made aware about their responsibility and accountability for improved sanitation and hygiene situation in their communities.
		At least 1800 numbers ofHMs, SMC and PTA Chairpersons, VOC secretary, V-WASH-CC and S-WASH-CC chairpersons including RPs and SIs trained and mobilised to support adoption and replication of improved sanitation and hygiene behaviour and the ODF campaign
		At least 900 numbers of teachers 3-4 per school on an average from each school including RPs and SIs trained and mobilized to support adoption and replication of improved sanitation and hygiene behaviour and the OOF campaign
		Child club members 30 numbers in an average from each school trained, oriented and mobilized for sanitation campaign aud monitoring.
		At least 80 % of the students practice hand washing with soap in all schools which have sanitation facilities within 32 programme VDCs.
		300 school catchments area level Plan of Action prepared and implemented as to complement and supplement the OOF campaign set under VOC level Strategic Plan/Plan of Action.
		Local resources generated to support hygiene and sanitation promotion
		Self-monitoring mechanism of school and community for monitoring sanitation and hygiene status established through enhanced coordination with V-WASH-CC and concerned stakeholders.
		64 local level sanitation champions trained, oriented and mobilized 2 each from 32 program VDCs.
		960 members from 160 civil society organizations 6 per school on an average within 32 program VDCs trained, oriented and mobilized for sanitation promotion.
		At least 576 numbers ofFCHVs trained, oriented and mobilized for sanitation promotion
		Established at least 240 functional resource centers in 240 schools out of 300 equipped with norms, disciplinary rules, brochures, social map for visibility and motivation in close coordination with relevant Sub-grantees",26:46.4,1283726,Arghakhanchi (Sandhikharka),27.91667,83.08333,HEALTH - HEALTH,14081,United Nations Human Settlements Programme,210410,63123,210410,63123,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238833326,Rural Water & Sanitation Programme (Gurkha Welfare Scheme) Phase V,"
		192ÿ Water supply schemes built and repaired.
		Percentage of Water and Sanitation Management Committee (WSMC) are functional and maintaining WATSAN
		Hygiene and sanitation awareness programme conducted in each scheme enabling community to build HH and school latrines.
		Project outputs sustained under localGovernment umbrella.",02:05.9,1282879,Ramechhap (Manthali),27.41667,86.08333,Housing and community amenities n.e.c. - DRINKING WATER,14081,Department for International Development,5972026,2135520,5972026,2135520,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,"TFD-11/NEP/002_  Improving nutritional status of children by demonstrating kitchen garden model in schools and its vicinity, Gorkha-1","
	The main objective fo this project is to improve the nutritional status of the targeted community through increased household income and food nutrition.ÿ The specific objectives are as follows:

	ÿ

	Provide inputs and training support to increase the poultry production and productivity

	Assist to create self-employment at the community level and increase on-farm household income.

	Develop the targeted areas as the model area of poultry farming.",44:52.0,1283379,Gorkha (Gorkha),28.33333,84.83333,"Agriculture, forestry, fishing and hunting - AGRICULTURE",31120,Food and Agriculture Organization - Food and Agriculture Organization,4980,,4980,,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238107712,Piloting land registration and management in Achham district,"ÿ

1)ÿÿÿÿ 1.ÿ concrete proposals for replacing land records during the conflict
2.basic conditions brought in place for future participatory land use planning",09:34.8,1283743,Achham (Mangalsen),29.08333,81.33333,Economic affairs n.e.c. - LAND REFORM & SURVEY,43030,United Nations Peace Fund,42228,255558,42228,255558,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238842275,Integrated Urban Development Project,"
	- Reliable municipal infrastructure development.

	- Community development programs undertaken and GESI capacity strengthened.

	- Project management and administration supported.",31:10.8,1283676,Banke (Nepalgunj),28.16667,81.83333,URBAN DEVELOPMENT - Water supply,43030,Asian Development Bank - Asian Development Bank,14200000,75000,56800000,300000,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238842275,Integrated Urban Development Project,"
	- Reliable municipal infrastructure development.

	- Community development programs undertaken and GESI capacity strengthened.

	- Project management and administration supported.",31:10.8,1282837,Rupandehi (Bhairahawa),27.66667,83.41667,URBAN DEVELOPMENT - Water supply,43030,Asian Development Bank - Asian Development Bank,14200000,75000,56800000,300000,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238842275,Integrated Urban Development Project,"
	- Reliable municipal infrastructure development.

	- Community development programs undertaken and GESI capacity strengthened.

	- Project management and administration supported.",31:10.8,7648379,Dhanusa (Janakpur),26.83,86.01,URBAN DEVELOPMENT - Water supply,43030,Asian Development Bank - Asian Development Bank,14200000,75000,56800000,300000,,NP
Wed Jun 26 03:00:01 NPT 2013,District,87238842275,Integrated Urban Development Project,"
	- Reliable municipal infrastructure development.

	- Community development programs undertaken and GESI capacity strengthened.

	- Project management and administration supported.",31:10.8,1282744,Sunsari (Inaruwa),26.66667,87.16667,URBAN DEVELOPMENT - Water supply,43030,Asian Development Bank - Asian Development Bank,14200000,75000,56800000,300000,,NP
Wed Jun 26 03:00:01 NPT 2013,Region,8723899406,Raising Income of Small and Medium Farmers Project (RISMFP),"HVC value chains in mid west and far west region supplying markets Post harvest enterprises adding value to HVC production Small and medium farmers producing HVC to meet supply agreements Business plans for producing and adding value to HVC in the far west and mid west region.HVC markets identified, value chain market information systems developed and post harvest investment proposals assessedFarmer groups with market supply agreements, HVC production plans and HVC production and farm technology investment proposals Grant Disbursement - ÿÿImpact and Governance AssessedEffective Project Management 

ÿ
",54:29.0,7289706,Mid-Western (Madhya Pashchimanchal),29.05977,82.31335,"AGRICULTURE - Agriculture, forestry, fishing and hunting",31193,Stichting Nederlandse Vrijwilligers,256745,67450,513490,134900,,NP
Wed Jun 26 03:00:01 NPT 2013,Region,8723899406,Raising Income of Small and Medium Farmers Project (RISMFP),"HVC value chains in mid west and far west region supplying markets Post harvest enterprises adding value to HVC production Small and medium farmers producing HVC to meet supply agreements Business plans for producing and adding value to HVC in the far west and mid west region.HVC markets identified, value chain market information systems developed and post harvest investment proposals assessedFarmer groups with market supply agreements, HVC production plans and HVC production and farm technology investment proposals Grant Disbursement - ÿÿImpact and Governance AssessedEffective Project Management 

ÿ
",54:29.0,7289705,Far-Western (Sudur Pashchimanchal),29.30915,80.91534,"AGRICULTURE - Agriculture, forestry, fishing and hunting",31193,Stichting Nederlandse Vrijwilligers,256745,67450,513490,134900,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723884847,The Establishment of the Technical Training Center (TTC) at Kathmandu University,"
	Skilled and technical manpower will be produced.",30:16.5,1283282,Kavrepalanchok (Dhulikhel),27.58333,85.66667,EDUCATION - Education n.e.c.,11430,Korea International Cooperation Agency,3500000,86099,3500000,86099,,NP
Wed Jun 26 03:00:01 NPT 2013,Region,87238995369,Urban Sustainable Sanitation and Hygiene for All (USSH4A),,18:18.7,7289706,Mid-Western (Madhya Pashchimanchal),29.05977,82.31335,Waste Management - URBAN DEVELOPMENT - Education n.e.c. - Health n.e.c.,16050,Stichting Nederlandse Vrijwilligers,263578,49627,263578,49627,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872382000000,Managing Risk through Economic Development,"
	Output 1.1: Disaster Management Committees (DMCs) are formed in 30 communities and capacity built on disaster risk management.

	Output 1.2: 30 DMCs develop disaster mitigation plans that are informed by participatory disaster risk assessments (PDRA).

	Output 1.3: Market assessments conducted in all target areas determine high-value/high-demand plants, crops or other products that are suitable for hazard mitigation purposes and/or are more resilient to likely shocks.

	Output 1.4: Local governments, community/DMC representatives and private sector actors regularly participate in decision making on resource mobilization, mitigation measures, and crop/value-chain selection.

	Output 2.1: Target households engage in production, value addition and sale or use of crops for hazard mitigation, increasing average annual incomes by 10%.

	Output 2.2:ÿ 30 Micro and small businesses or associations are supported for production, value addition and/or collective marketing purposes.

	Output 2.3: Households in 30 communities plan for maintenance, replication, expansion, and/or future cropping cycles.

	Output 3.1: Information exchange across countries allows testing of various integrated DRR and economic development programming approaches in multiple environments.

	Output 3.2: Dissemination of the learning document on integration of resilient local economic development to host governments and colleague NGOs.

	Output 3.3: At least one evaluation or research paper on the multiplier effects of combining DRR and resilient local economic development is published by a third-party research institution.",26:10.5,1283276,Kailali (Dhangadhi),28.75,80.91667,AGRICULTURE - LIVELIHOOD - OTHERS - ECONOMIC - Environmental protection n.e.c.,74010,Margaret A. Cargill Foundation,5800,5800,23199,23199,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872382000000,Managing Risk through Economic Development,"
	Output 1.1: Disaster Management Committees (DMCs) are formed in 30 communities and capacity built on disaster risk management.

	Output 1.2: 30 DMCs develop disaster mitigation plans that are informed by participatory disaster risk assessments (PDRA).

	Output 1.3: Market assessments conducted in all target areas determine high-value/high-demand plants, crops or other products that are suitable for hazard mitigation purposes and/or are more resilient to likely shocks.

	Output 1.4: Local governments, community/DMC representatives and private sector actors regularly participate in decision making on resource mobilization, mitigation measures, and crop/value-chain selection.

	Output 2.1: Target households engage in production, value addition and sale or use of crops for hazard mitigation, increasing average annual incomes by 10%.

	Output 2.2:ÿ 30 Micro and small businesses or associations are supported for production, value addition and/or collective marketing purposes.

	Output 2.3: Households in 30 communities plan for maintenance, replication, expansion, and/or future cropping cycles.

	Output 3.1: Information exchange across countries allows testing of various integrated DRR and economic development programming approaches in multiple environments.

	Output 3.2: Dissemination of the learning document on integration of resilient local economic development to host governments and colleague NGOs.

	Output 3.3: At least one evaluation or research paper on the multiplier effects of combining DRR and resilient local economic development is published by a third-party research institution.",26:10.5,1283500,Dadeldhura (Dadeldhura),29.25,80.41667,AGRICULTURE - LIVELIHOOD - OTHERS - ECONOMIC - Environmental protection n.e.c.,74010,Margaret A. Cargill Foundation,5800,5800,23199,23199,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872382000000,Managing Risk through Economic Development,"
	Output 1.1: Disaster Management Committees (DMCs) are formed in 30 communities and capacity built on disaster risk management.

	Output 1.2: 30 DMCs develop disaster mitigation plans that are informed by participatory disaster risk assessments (PDRA).

	Output 1.3: Market assessments conducted in all target areas determine high-value/high-demand plants, crops or other products that are suitable for hazard mitigation purposes and/or are more resilient to likely shocks.

	Output 1.4: Local governments, community/DMC representatives and private sector actors regularly participate in decision making on resource mobilization, mitigation measures, and crop/value-chain selection.

	Output 2.1: Target households engage in production, value addition and sale or use of crops for hazard mitigation, increasing average annual incomes by 10%.

	Output 2.2:ÿ 30 Micro and small businesses or associations are supported for production, value addition and/or collective marketing purposes.

	Output 2.3: Households in 30 communities plan for maintenance, replication, expansion, and/or future cropping cycles.

	Output 3.1: Information exchange across countries allows testing of various integrated DRR and economic development programming approaches in multiple environments.

	Output 3.2: Dissemination of the learning document on integration of resilient local economic development to host governments and colleague NGOs.

	Output 3.3: At least one evaluation or research paper on the multiplier effects of combining DRR and resilient local economic development is published by a third-party research institution.",26:10.5,1283262,Kanchanpur (Mahendara Nagar),28.83333,80.33333,AGRICULTURE - LIVELIHOOD - OTHERS - ECONOMIC - Environmental protection n.e.c.,74010,Margaret A. Cargill Foundation,5800,5800,23199,23199,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872382000000,Managing Risk through Economic Development,"
	Output 1.1: Disaster Management Committees (DMCs) are formed in 30 communities and capacity built on disaster risk management.

	Output 1.2: 30 DMCs develop disaster mitigation plans that are informed by participatory disaster risk assessments (PDRA).

	Output 1.3: Market assessments conducted in all target areas determine high-value/high-demand plants, crops or other products that are suitable for hazard mitigation purposes and/or are more resilient to likely shocks.

	Output 1.4: Local governments, community/DMC representatives and private sector actors regularly participate in decision making on resource mobilization, mitigation measures, and crop/value-chain selection.

	Output 2.1: Target households engage in production, value addition and sale or use of crops for hazard mitigation, increasing average annual incomes by 10%.

	Output 2.2:ÿ 30 Micro and small businesses or associations are supported for production, value addition and/or collective marketing purposes.

	Output 2.3: Households in 30 communities plan for maintenance, replication, expansion, and/or future cropping cycles.

	Output 3.1: Information exchange across countries allows testing of various integrated DRR and economic development programming approaches in multiple environments.

	Output 3.2: Dissemination of the learning document on integration of resilient local economic development to host governments and colleague NGOs.

	Output 3.3: At least one evaluation or research paper on the multiplier effects of combining DRR and resilient local economic development is published by a third-party research institution.",26:10.5,1283701,Baitadi (Baitadi),29.5,80.58333,AGRICULTURE - LIVELIHOOD - OTHERS - ECONOMIC - Environmental protection n.e.c.,74010,Margaret A. Cargill Foundation,5800,5800,23199,23199,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,1283517,Chitwan (Bharatpur),27.58333,84.5,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,1890412,1378172,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,1282776,Sindhuli (Sindhuli Madhi),27.25,86,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,1890412,1378172,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,1283307,Jhapa (Chandragadhi),26.58333,87.91667,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,1890412,1378172,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,1282847,Rolpa (Liwang),28.41667,82.75,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,1890412,1378172,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,1282991,Nawalparasi (Parasi),27.66667,83.91667,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,2160471,1575053,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,1283276,Kailali (Dhangadhi),28.75,80.91667,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,1890412,1378172,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,8723895288,Support to Peace Process (STPP),Availability      of adequate safe drinking water in the cantonments and in the adjoining      communitiesBasic      health service facilities for the maoist army combatants and the adjoining      communitiesEmployment oriented skills development of the Maoist Army combatants and the members of the adjoining communities.,38:26.2,7667450,Surkhet (Surkhet),28.51746,81.7787,PEACE AND RECONSTRUCTION - PUBLIC ORDER AND SAFETY,15150,Deutsche Gesellschaft f�r Internationale Zusammenarbeit,1890412,1378172,13502945,9844084,,NP
Wed Jun 26 03:00:01 NPT 2013,District,872381000000,Capacity Development of Stakeholders on Sector Coordination and Planning in Bardiya,"
		Commitments garnered from political party members in planning, programming, budget mobilization and social mobilization.
		Commitments garnered from VDC secretaries and women representatives from 15 program VDCs in planning and resource mobilization.
		D-WASH-CC formed/reformed and strengthened.
		District level strategic plan/plan of action formulated/updated and disseminated.
		V-WASH-CC formed/reformed in 15 programme VDCs.
		VDC level plan of action formulated/updated and disseminated in 15 program VDCs
		Disciplinary rules and regulations put in place to back up ODF/total sanitation campaign and monitoring performed accordingly in 15 program VDCs
		A strong base is prepared for the integration of GSF Programme activities with District and VDC level planning frameworks.",03:19.3,1283663,Bardiya (Gulariya),28.33333,81.41667,HEALTH - HEALTH,15110,United Nations Human Settlements Programme,15990,12792,15990,12792,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Okhaldhunga,27.31643,86.50508,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Diktel,27.21525,86.80138,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Charikot,27.66322,86.04927,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Khalanga,29.8166,80.5472,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Khalanga,29.8166,80.5472,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Okhaldhunga,27.31643,86.50508,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Manthali,27.44794,85.28533,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Charikot,27.66322,86.04927,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Diktel,27.21525,86.80138,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Manthali,27.44794,85.28533,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
Wed Jun 26 03:00:01 NPT 2013,Structure,8723893290,Good Governance Project Phase IV,,39:59.1,,Okhaldhunga,27.31643,86.50508,LOCAL DEVELOPMENT - GENERAL PUBLIC SERVICE,15150,Swiss Agency for Development and Cooperation,,,1210406,1130370,,NP
