ID,codigo_sisin,nombre_proyecto,objetivo_general,CostoTotal$us.,cod_entidad,sigla_entidad,entidad,cod_sector,sector,cod_subsector,subsector,cod_tipo_proyecto,tipoproyecto,departamento,municipio,fuente,fte_sigla,organismo,org_sigla,convenio,sisfin,numero_contrato,municipio,Cod_Mun,Lat_Fin,Long_Fin
4231,2873843800000,CONST. SIST. AGUA POTABLE MACHACAMARCA ALTA (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,11617,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,RECUPERACION DE EMERGENCIAS Y GESTION DE DESASTRES,04483,4377-BO,Laja,21202,-16.536956,-68.385153
4232,2873843800000,CONST. SIST. AGUA POTABLE MACHACAMARCA ALTA (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,6068,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,RECUPERACION DE EMERGENCIAS Y GESTION DE DESASTRES,04483,4377-BO,Laja,21202,-16.536956,-68.385153
4233,2873843800000,CONST. SIST. AGUA POTABLE MACHACAMARCA ALTA (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,44463,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,RECUPERACION DE EMERGENCIAS Y GESTION DE DESASTRES,04483,4377-BO,Laja,21202,-16.536956,-68.385153
4234,2873843900000,CONST. SIST. AGUA POTABLE COMUNIDAD AVICAYA (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,5451,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Laja,21202,-16.536956,-68.385153
4235,2873843900000,CONST. SIST. AGUA POTABLE COMUNIDAD AVICAYA (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,11794,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Laja,21202,-16.536956,-68.385153
4236,2873843900000,CONST. SIST. AGUA POTABLE COMUNIDAD AVICAYA (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,37850,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Laja,21202,-16.536956,-68.385153
4237,2873844000000,CONST. SIST. AGUA POTABLE COMUNIDAD TAMBILLO (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,170104,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Laja,21202,-16.536956,-68.385153
4238,2873844000000,CONST. SIST. AGUA POTABLE COMUNIDAD TAMBILLO (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,28872,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Laja,21202,-16.536956,-68.385153
4239,2873844000000,CONST. SIST. AGUA POTABLE COMUNIDAD TAMBILLO (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,13843,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Laja,21202,-16.536956,-68.385153
4240,2873844000000,CONST. SIST. AGUA POTABLE COMUNIDAD TAMBILLO (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,170104,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Laja,21202,-16.536956,-68.385153
4241,2873844000000,CONST. SIST. AGUA POTABLE COMUNIDAD TAMBILLO (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,28872,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Laja,21202,-16.536956,-68.385153
4242,2873844000000,CONST. SIST. AGUA POTABLE COMUNIDAD TAMBILLO (LAJA),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,13843,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Laja,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Laja,21202,-16.536956,-68.385153
4243,2873844200000,RECONST. CAMINOS COMUNIDAD CENTRAL ORO VERDE (ALTO BENI),MEJORAR LA CALIDAD DE VIDA,277769,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Alto Beni,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Alto Beni,21104,-15.608263,-67.246647
4244,2873844200000,RECONST. CAMINOS COMUNIDAD CENTRAL ORO VERDE (ALTO BENI),MEJORAR LA CALIDAD DE VIDA,13889,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Alto Beni,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Alto Beni,21104,-15.608263,-67.246647
4245,2873844800000,REHAB. TRAMO CARRETERO VECINAL TAIPIPLAYA (CARANAVI),MEJORAR LA CALIDAD DE VIDA,2535,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Caranavi,43,TRANSF-CREEX,411,BID,PROG. DE DESARROLLO LOCAL CON RESPONSABILIDAD FISCAL-FASE I,03291,1075/SF-BO,Caranavi,22001,-15.833837,-67.565821
4246,2873844800000,REHAB. TRAMO CARRETERO VECINAL TAIPIPLAYA (CARANAVI),MEJORAR LA CALIDAD DE VIDA,50809,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Caranavi,43,TRANSF-CREEX,411,BID,PROG. DE DESARROLLO LOCAL CON RESPONSABILIDAD FISCAL-FASE I,03291,1075/SF-BO,Caranavi,22001,-15.833837,-67.565821
4247,2873847100000,REHAB. PUENTE IGMARA (LURIBAY),"MEJORAR EL NIVEL DE INGRESO FAMILIAR, GRACIAS A LA MEJORA EN LA COMERCIALIZACION DE LOS PRODUCTOS DE LA ZONA, TENIENDO COMO EFECTO FINAL LA MEJORA EN EL NIVEL DE VIDA DE LA POBLACION.",7719,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Luribay,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Luribay,20901,-17.062864,-67.660814
4248,2873847100000,REHAB. PUENTE IGMARA (LURIBAY),"MEJORAR EL NIVEL DE INGRESO FAMILIAR, GRACIAS A LA MEJORA EN LA COMERCIALIZACION DE LOS PRODUCTOS DE LA ZONA, TENIENDO COMO EFECTO FINAL LA MEJORA EN EL NIVEL DE VIDA DE LA POBLACION.",110262,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Luribay,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Luribay,20901,-17.062864,-67.660814
4251,2873847500000,RECONST. ALCANTARILLAS CAMINO PALCA-CHAJA (PALCA),MEJORAR LA CALIDAD DE VIDA A TRAVES DEL MANTENIMIENTO DE CAMINOS,13030,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Palca,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Palca,20102,-16.561130,-67.952945
4252,2873847500000,RECONST. ALCANTARILLAS CAMINO PALCA-CHAJA (PALCA),MEJORAR LA CALIDAD DE VIDA A TRAVES DEL MANTENIMIENTO DE CAMINOS,260608,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Palca,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Palca,20102,-16.561130,-67.952945
4253,2873847600000,AMPL. MEJ. CENTRO DE SALUD VINO TINTO (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD PARA EL BENEFICIO DE AL POBLACION,8370,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4254,2873847600000,AMPL. MEJ. CENTRO DE SALUD VINO TINTO (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD PARA EL BENEFICIO DE AL POBLACION,100000,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4255,2873847700000,AMPL. MEJ. CENTRO DE SALUD AGUA DE LA VIDA (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,1986,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4256,2873847800000,AMPL. MEJ. CENTRO DE SALUD LAS DELICIAS (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,748,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4257,2873847900000,AMPL. MEJ. CENTRO DE SALUD 18 DE MAYO (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,4161,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4258,2873848000000,AMPL. MEJ. CENTRO DE SALUD PLAN AUTOPISTA (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,2299,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4259,2873848100000,AMPL. MEJ. CENTRO DE SALUD ACHACHICALA (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,12695,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4260,2873848200000,RECONST. PROTECCION FUNDACIONES PUENTE LLUJO (PALCA),CONSTRUCCION MEJORAMIENTO Y MANTENIMIENTO DE CAMINOS VECINALES PUENTES PARA CUBRIR LAS NECESIDADES DE COMUNICACION DE LA POBLACION ,25814,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Palca,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Palca,20102,-16.561130,-67.952945
4261,2873849800000,CONST. PUENTE PEATONAL SOBRE RIO SAN CRISTOBAL (SORATA),reconstruir las paredes laterales en una longitud de 50 metros y la reconstruccion de disipadores hidraulicos ,104099,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Sorata,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Sorata,20601,-15.773121,-68.649700
4262,2873849800000,CONST. PUENTE PEATONAL SOBRE RIO SAN CRISTOBAL (SORATA),reconstruir las paredes laterales en una longitud de 50 metros y la reconstruccion de disipadores hidraulicos ,5022,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Sorata,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Sorata,20601,-15.773121,-68.649700
4263,2873849900000,REHAB. CAMINOS COMUNIDADES ILLIMANI II BAJA (CARANAVI),MEJORAR LA CALIDAD DE VIDA A TRAVES INTEGRACION ,307779,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Caranavi,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Caranavi,22001,-15.833837,-67.565821
4264,2873849900000,REHAB. CAMINOS COMUNIDADES ILLIMANI II BAJA (CARANAVI),MEJORAR LA CALIDAD DE VIDA A TRAVES INTEGRACION ,15000,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Caranavi,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Caranavi,22001,-15.833837,-67.565821
4265,2873850200000,REHAB. CAMINOS COMUNIDADES ILLIMANI (CARANAVI),MEJORAR LA CALIDAD DE VIDA A TRAVES DE LA INTEGRACION CAMINERA,284386,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Caranavi,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Caranavi,22001,-15.833837,-67.565821
4266,2873850200000,REHAB. CAMINOS COMUNIDADES ILLIMANI (CARANAVI),MEJORAR LA CALIDAD DE VIDA A TRAVES DE LA INTEGRACION CAMINERA,15000,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.6,MEJORAMIENTO Y MANTENIMIENTO CAMINOS VECINALES,LA PAZ,Caranavi,43,TRANSF-CREEX,415,AIF,RECUP.DE EMERGENCIAS Y GES.DES.(FINAN.ADICIONAL),04513,4440-BO,Caranavi,22001,-15.833837,-67.565821
4267,2873850300000,CONST. MERCADO CAMPESINO AGROP COM PIQUENDO (ALTO BENI),AL CONTAR CON UN MERCADO CAMPESINO MEJORA LA CALIDAD DE VIDA A TRAVEZ DEL COMERCIO,200705,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,1,AGROPECUARIO,1.1,AGRICOLA,1.1.7,INFRAESTRUCTURA DE APOYO AGRICOLA,LA PAZ,Alto Beni,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Alto Beni,21104,-15.608263,-67.246647
4268,2873850400000,CONST. PUENTE VEHICULAR RIOS BAYETON-LOS TIGRES (ALTO BENI),MEJORAR LA CALIDAD DE VIDA ATRAVES DE LA INTEGRACION CAMINERA,41000,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Alto Beni,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Alto Beni,21104,-15.608263,-67.246647
4269,2873850400000,CONST. PUENTE VEHICULAR RIOS BAYETON-LOS TIGRES (ALTO BENI),MEJORAR LA CALIDAD DE VIDA ATRAVES DE LA INTEGRACION CAMINERA,667275,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,6,TRANSPORTES,6.1,CAMINERO,6.1.4,CONSTRUCCION DE PUENTES,LA PAZ,Alto Beni,43,TRANSF-CREEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Alto Beni,21104,-15.608263,-67.246647
4270,2873850600000,CONST. SIST. AGUA POTABLE KARAPATA BAJA (PUERTO PEREZ),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,52627,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Puerto PÇrez,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Puerto PÇrez,21204,-16.284785,-68.600762
4271,2873850700000,CONST. SIST. AGUA POTABLE KHANAPATA (PUERTO PEREZ),MEJORAR LA CALIDAD DE VIDA,19970,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Puerto PÇrez,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Puerto PÇrez,21204,-16.284785,-68.600762
4272,2873850900000,CONST. SIST. AGUA POTABLE QUEHUAYA (PUERTO PEREZ),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,77963,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Puerto PÇrez,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Puerto PÇrez,21204,-16.284785,-68.600762
4273,2873851000000,CONST. SIST. AGUA POTABLE KARAPATA ALTA (PUERTO PEREZ),MEJORAR LA CALIDAD DE VIDA DE LA POBLACION A TRAVES DEL SUMINISTRO DE AGUA POTABLE,68491,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,10,SANEAMIENTO BASICO,10.1,AGUA POTABLE,10.1.3,AGUA POTABLE EN POBLADOS RURALES,LA PAZ,Puerto PÇrez,43,TRANSF-CREEX,415,AIF,DESARROLLO SOSTENIBLE DEL LAGO TITICACA,04355,4379-BO,Puerto PÇrez,21204,-16.284785,-68.600762
4274,2873851200000,AMPL. MEJ. CENTRO DE SALUD LA GRUTA (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,143472,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4275,2873851300000,AMPL. MEJ. CENTRO DE SALUD NINO KOLLO (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,100430,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4276,2873851400000,AMPL. MEJ. CENTRO DE SALUD ALTO TACAGUA (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,129125,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4277,2873851500000,AMPL. MEJ. CENTRO DE SALUD VILLA NUEVO POTOSIç (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,129125,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4278,2873851600000,AMPL. MEJ. CENTRO DE SALUD ALCOREZA (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,100430,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4279,2873851700000,AMPL. MEJ. CENTRO DE SALUD LLOJETA EL VERGEL (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,143472,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
4280,2873851800000,AMPL. MEJ. CENTRO DE SALUD SAN LUIS (LA PAZ),MEJORAR EL NIVEL Y LA COBERTURA EN EL AREA DE LA SALUD,129125,0287,FPS,Fondo Nacional de Inversi¢n Productiva y Social,8,SALUD Y SEGURIDAD SOCIAL,8.1,INFRAESTRUCTURA DE SALUD,8.1.2,CONSTRUCCION Y EQUIPAMIENTO DE CENTROS DE SALUD,LA PAZ,La Paz,43,TRANSF-CREEX,415,AIF,PROY EXP. ACCESO SS SALUD APL III,04533,4382-BO,La Paz,20101,-16.495723,-68.133579
